 Eli Roth,"[u'Category:1972 births', u'Category:21st-century American male actors', u'Category:Actors from Newton, Massachusetts', u'Category:All articles with unsourced statements', u'Category:American expatriates in Chile', u'Category:American film directors', u'Category:American male film actors', u'Category:American people of Austrian-Jewish descent', u'Category:American people of Hungarian-Jewish descent', u'Category:American people of Polish-Jewish descent']"
Dean Parisot,"[u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Directors of Live Action Short Film Academy Award winners', u'Category:Living people', u'Category:People from Wilton, Connecticut']"
Christopher McQuarrie,"[u'Category:1968 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from August 2014', u'Category:Articles with unsourced statements from July 2015', u'Category:Best Original Screenplay Academy Award winners']"
Glenn Ficarra,"[u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Pratt Institute alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Anne Fletcher,"[u'Category:1966 births', u'Category:Actresses from Detroit', u'Category:American choreographers', u'Category:American film directors', u'Category:American women film directors', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:English-language film directors', u'Category:Film choreographers', u'Category:Film directors from Michigan']"
Danny Boyle,"[u'Category:1956 births', u'Category:Alumni of Bangor University', u'Category:Articles with hCards', u'Category:Best British Director Empire Award winners', u'Category:Best Directing Academy Award winners', u'Category:Best Director BAFTA Award winners', u'Category:Best Director Empire Award winners', u'Category:Best Director Golden Globe winners', u'Category:British republicans', u'Category:British social commentators']"
 Kevin Jarre,"[u'Category:1954 births', u'Category:2011 deaths', u'Category:All stub articles', u'Category:American film producers', u'Category:American male actors', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles with hCards', u'Category:Male actors from Detroit', u'Category:Use mdy dates from November 2013']"
 Chris Sanders,"[u'Category:1962 births', u'Category:All articles to be expanded', u'Category:American animators', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American male voice actors', u'Category:American storyboard artists', u'Category:Animated film directors', u'Category:Animation directors', u'Category:Animation screenwriters']"
Sam Raimi,"[u'Category:1959 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male actors', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American people of Hungarian-Jewish descent', u'Category:American people of Russian-Jewish descent']"
BJ McDonnell,
Kevin Goetz,
John McNaughton,"[u'Category:1950 births', u'Category:American documentary filmmakers', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Artists from Chicago', u'Category:Columbia College Chicago alumni', u'Category:Horror film directors']"
Joe Carnahan,"[u'Category:1969 births', u'Category:All articles with unsourced statements', u'Category:American bloggers', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2013', u'Category:California State University, Sacramento alumni', u'Category:Film directors from Michigan', u'Category:Living people', u'Category:Male actors from Delaware']"
 Chris Renaud,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Leon Ichaso,"[u'Category:1948 births', u'Category:All articles needing rewrite', u'Category:All articles with a promotional tone', u'Category:American film directors', u'Category:American people of Cuban descent', u'Category:American television directors', u'Category:Articles with a promotional tone from July 2013', u'Category:Living people', u'Category:People from Havana', u'Category:Wikipedia articles needing rewrite from July 2013']"
Bruce A. Evans,"[u'Category:1946 births', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Film directors from California', u'Category:Living people', u'Category:Use mdy dates from October 2013', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Joel Coen,"[u'Category:All articles to be split', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:Articles to be split from May 2016', u'Category:Articles with dead external links from November 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Articles with unsourced statements from December 2014', u'Category:Articles with unsourced statements from July 2014']"
